,Area,LC4402_C_TYPACCOM,QS420EW_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,LC4404EW_C_SIZHUK11,LC4404EW_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4601EW_C_ECOPUK11,LC4202EW_C_ETHHUK11,LC4202EW_C_CARSNO
1337,E00000017,5,-2,3,2,2,3,3,2,2,5,5,2
1338,E00000017,5,-2,3,2,2,4,2,2,2,5,2,1
1339,E00000017,5,-2,3,3,2,4,2,2,2,7,2,2
1340,E00000017,5,-2,3,2,2,4,3,2,2,5,2,2
1341,E00000017,5,-2,3,5,2,6,2,2,2,5,2,2
1342,E00000017,5,-2,3,2,2,6,2,2,2,5,2,2
1343,E00000017,5,-2,3,2,2,6,3,2,2,5,2,1
1344,E00000017,5,-2,3,2,2,6,3,2,2,5,2,1
1345,E00000017,5,-2,3,2,2,6,4,1,2,5,6,1
1346,E00000017,5,-2,3,2,2,6,4,1,2,8,2,2
1347,E00000017,5,-2,3,3,3,5,4,2,2,14,2,1
1348,E00000017,5,-2,3,2,3,6,2,3,2,8,2,1
1349,E00000017,5,-2,3,5,3,6,3,2,2,7,6,2
1350,E00000017,5,-2,3,2,3,6,3,2,2,8,2,2
1351,E00000017,5,-2,3,2,3,6,4,2,2,8,4,2
1352,E00000017,5,-2,3,3,3,6,4,2,2,8,2,2
1353,E00000017,5,-2,3,2,4,4,3,3,2,5,2,3
1354,E00000017,5,-2,3,2,4,5,3,3,2,5,2,1
1355,E00000017,5,-2,3,2,4,5,3,3,2,8,2,1
1356,E00000017,5,-2,3,2,4,5,4,2,2,5,2,3
1357,E00000017,5,-2,3,2,4,6,2,4,2,5,2,2
1358,E00000017,5,-2,3,2,4,6,3,3,2,5,6,2
1359,E00000017,5,-2,3,2,4,6,3,3,2,5,2,1
1360,E00000017,5,-2,3,4,4,6,4,2,2,5,2,2
1361,E00000017,5,-2,5,1,1,3,2,1,2,5,2,1
1362,E00000017,5,-2,5,1,1,4,4,1,2,14,2,1
1363,E00000017,5,-2,5,1,1,5,1,2,2,14,4,1
1364,E00000017,5,-2,5,1,1,5,3,1,2,14,2,1
1365,E00000017,5,-2,5,1,1,6,3,1,2,14,2,1
1366,E00000017,5,-2,5,5,2,3,3,2,2,5,2,1
1367,E00000017,5,-2,5,4,2,5,3,2,2,7,4,2
1368,E00000017,5,-2,5,3,2,6,1,4,2,7,2,1
1369,E00000017,5,-2,5,2,2,6,2,2,2,14,2,1
1370,E00000017,5,-2,5,4,2,6,2,2,2,14,2,1
1371,E00000017,5,-2,5,4,2,6,4,1,2,5,2,2
1372,E00000017,5,-2,5,5,3,6,4,2,2,14,2,1
1373,E00000017,5,-2,5,3,3,6,4,2,2,14,2,1
1374,E00000017,5,-2,5,2,4,6,4,2,2,14,2,2
1375,E00000017,5,-2,5,2,4,6,4,2,2,8,4,3
1376,E00000017,5,-2,6,1,1,1,1,2,2,8,4,2
1377,E00000017,5,-2,6,1,1,1,1,2,2,5,2,1
1378,E00000017,5,-2,6,1,1,1,1,2,2,5,2,1
1379,E00000017,5,-2,6,1,1,1,1,2,2,5,4,3
1380,E00000017,5,-2,6,1,1,2,1,2,2,5,4,2
1381,E00000017,5,-2,6,1,1,2,2,1,2,5,5,2
1382,E00000017,5,-2,6,1,1,3,1,2,2,8,3,1
1383,E00000017,5,-2,6,1,1,3,1,2,2,15,2,1
1384,E00000017,5,-2,6,1,1,3,1,2,2,8,6,1
1385,E00000017,5,-2,6,1,1,4,1,2,2,5,2,2
1386,E00000017,5,-2,6,1,1,4,1,2,2,14,6,1
1387,E00000017,5,-2,6,1,1,4,3,1,2,5,2,1
1388,E00000017,5,-2,6,1,1,4,4,1,2,15,2,1
1389,E00000017,5,-2,6,1,1,4,4,1,2,5,4,2
1390,E00000017,5,-2,6,1,1,6,1,2,2,5,4,1
1391,E00000017,5,-2,6,1,1,6,1,2,2,5,2,1
1392,E00000017,5,-2,6,1,1,6,2,1,2,5,2,1
1393,E00000017,5,-2,6,1,1,6,4,1,2,8,4,3
1394,E00000017,5,-2,6,5,2,2,2,2,2,5,2,3
1395,E00000017,5,-2,6,3,2,4,2,2,2,8,4,1
1396,E00000017,5,-2,6,5,2,6,1,4,2,5,4,1
1397,E00000017,5,-2,6,2,2,6,4,1,2,15,2,1
1398,E00000017,5,-2,6,5,3,6,4,2,2,4,2,2
1399,E00000017,5,-2,6,2,4,6,3,3,2,8,2,1
1400,E00000017,5,-2,6,2,4,6,3,3,2,5,2,2
1401,E00000017,5,-2,6,2,4,6,4,2,2,5,2,1
1402,E00000017,5,-2,6,3,4,6,4,2,2,5,4,2
1403,E00000017,5,-2,6,5,4,6,4,2,2,5,4,2
1404,E00000017,5,-2,6,2,4,6,4,2,2,5,2,3
1405,E00000017,5,-2,6,2,4,6,4,2,2,8,4,1
1406,E00000017,5,-2,2,-1,0,6,3,1,2,-1,-1,1
1407,E00000017,5,-2,6,-1,0,3,3,1,2,-1,-1,1
1408,E00000017,5,-2,3,-1,0,4,1,1,2,-1,-1,1
1409,E00000017,5,-2,3,-1,0,6,3,1,2,-1,-1,1
1410,E00000017,5,-2,3,-1,0,3,1,1,2,-1,-1,1
1411,E00000017,5,-2,5,-1,0,1,1,1,2,-1,-1,1
1412,E00000017,5,-2,2,-1,0,2,2,1,2,-1,-1,1
1413,E00000017,5,-2,3,-1,0,6,4,1,2,-1,-1,1
1414,E00000017,5,-2,2,-1,0,4,4,1,2,-1,-1,1
1415,E00000017,5,-2,3,-1,0,2,1,1,2,-1,-1,1
1416,E00000017,5,-2,6,-1,0,6,4,1,2,-1,-1,1
1417,E00000017,5,-2,2,-1,0,6,4,1,2,-1,-1,1
1418,E00000017,5,-2,3,-1,0,6,1,1,2,-1,-1,1
1419,E00000017,5,-2,6,-1,0,6,3,1,2,-1,-1,1
1420,E00000017,5,-2,2,-1,0,6,4,1,2,-1,-1,1
1421,E00000017,5,-2,3,-1,0,6,3,1,2,-1,-1,1
1422,E00000017,5,-2,3,-1,0,5,3,1,2,-1,-1,1
1423,E00000017,5,-2,3,-1,0,4,1,1,2,-1,-1,1
1424,E00000017,5,-2,3,-1,0,4,3,1,2,-1,-1,1
1425,E00000017,5,-2,2,-1,0,5,3,1,2,-1,-1,1
1426,E00000017,5,-2,5,-1,0,5,3,1,2,-1,-1,1
1427,E00000017,5,-2,3,-1,0,5,1,1,2,-1,-1,1
1428,E00000017,5,-2,5,-1,0,5,3,1,2,-1,-1,1
1429,E00000017,5,-2,2,-1,0,4,3,1,2,-1,-1,1
1430,E00000017,5,-2,2,-1,0,6,4,1,2,-1,-1,1
1431,E00000017,5,-2,2,-1,0,6,1,1,2,-1,-1,1
1432,E00000017,5,-2,2,-1,0,6,3,1,2,-1,-1,1
1433,E00000017,5,-2,2,-1,0,6,4,1,2,-1,-1,1
1434,E00000017,5,-2,2,-1,0,5,3,1,2,-1,-1,1
1435,E00000017,5,-2,3,-1,0,6,4,1,2,-1,-1,1
1436,E00000017,5,-2,6,-1,0,5,1,1,2,-1,-1,1
1437,E00000017,5,-2,2,-1,0,6,4,1,2,-1,-1,1
1438,E00000017,5,-2,6,-1,0,2,2,1,2,-1,-1,1
1439,E00000017,5,-2,3,-1,0,6,4,1,2,-1,-1,1
1440,E00000018,4,-2,2,1,1,3,1,2,2,8,2,1
1441,E00000018,5,-2,2,1,1,3,1,2,2,5,2,1
1442,E00000018,5,-2,2,1,1,3,1,2,2,4,2,2
1443,E00000018,4,-2,2,1,1,3,1,2,2,8,2,1
1444,E00000018,4,-2,2,1,1,3,1,2,2,4,6,3
1445,E00000018,5,-2,2,1,1,3,1,2,2,14,2,1
1446,E00000018,5,-2,2,1,1,3,1,2,2,5,2,1
1447,E00000018,5,-2,2,1,1,3,1,2,2,14,2,2
1448,E00000018,5,-2,2,1,1,3,1,2,2,5,4,1
1449,E00000018,5,-2,2,1,1,3,1,2,2,8,2,1
1450,E00000018,5,-2,2,1,1,3,1,2,2,8,2,1
1451,E00000018,5,-2,2,1,1,3,1,2,2,14,2,2
1452,E00000018,5,-2,2,1,1,3,1,2,2,7,2,1
1453,E00000018,5,-2,2,1,1,3,1,2,2,14,2,3
1454,E00000018,5,-2,2,1,1,3,2,1,2,14,2,3
1455,E00000018,5,-2,2,1,1,3,2,1,2,7,2,2
1456,E00000018,5,-2,2,1,1,3,2,1,2,5,2,3
1457,E00000018,4,-2,2,1,1,4,1,2,2,7,4,1
1458,E00000018,5,-2,2,1,1,4,1,2,2,14,2,1
1459,E00000018,5,-2,2,1,1,4,1,2,2,14,2,2
1460,E00000018,4,-2,2,1,1,4,2,1,2,14,2,2
1461,E00000018,5,-2,2,1,1,4,4,1,2,14,4,2
1462,E00000018,4,-2,2,1,1,4,4,1,2,8,2,1
1463,E00000018,4,-2,2,1,1,5,1,2,2,14,2,1
1464,E00000018,5,-2,2,1,1,6,1,2,2,14,2,1
1465,E00000018,4,-2,2,1,1,6,1,2,2,5,2,1
1466,E00000018,5,-2,2,1,1,6,4,1,2,8,2,2
1467,E00000018,5,-2,2,2,2,2,1,4,2,14,2,3
1468,E00000018,5,-2,2,2,2,2,2,2,2,8,2,1
1469,E00000018,5,-2,2,2,2,3,1,4,2,14,2,1
1470,E00000018,5,-2,2,2,2,3,1,4,2,14,2,2
1471,E00000018,5,-2,2,2,2,3,1,4,2,8,2,2
1472,E00000018,5,-2,2,2,2,3,1,4,2,14,2,1
1473,E00000018,5,-2,2,2,2,3,1,4,2,5,2,3
1474,E00000018,5,-2,2,2,2,3,1,4,2,8,5,3
1475,E00000018,5,-2,2,2,2,3,2,2,2,8,2,3
1476,E00000018,5,-2,2,3,2,3,2,2,2,5,6,1
1477,E00000018,5,-2,2,2,2,3,3,2,2,5,4,2
1478,E00000018,5,-2,2,2,2,3,3,2,2,14,2,1
1479,E00000018,4,-2,2,2,2,4,1,4,2,5,2,3
1480,E00000018,4,-2,2,3,2,4,1,4,2,14,2,2
1481,E00000018,5,-2,2,2,2,4,3,2,2,14,2,2
1482,E00000018,5,-2,2,2,2,5,1,4,2,14,2,3
1483,E00000018,4,-2,2,2,2,5,2,2,2,14,2,1
1484,E00000018,5,-2,2,3,2,6,1,4,2,4,2,2
1485,E00000018,5,-2,2,2,2,6,1,4,2,5,2,1
1486,E00000018,5,-2,2,3,2,6,1,4,2,14,2,2
1487,E00000018,5,-2,2,2,2,6,2,2,2,5,2,1
1488,E00000018,5,-2,2,2,2,6,2,2,2,8,2,2
1489,E00000018,5,-2,2,2,2,6,3,2,2,14,2,1
1490,E00000018,5,-2,2,2,2,6,4,1,2,8,2,2
1491,E00000018,5,-2,2,2,3,4,4,2,2,7,2,2
1492,E00000018,5,-2,2,2,3,6,2,3,2,5,2,2
1493,E00000018,4,-2,2,2,4,5,4,2,2,18,2,2
1494,E00000018,4,-2,2,2,4,6,3,3,2,14,2,1
1495,E00000018,4,-2,2,3,4,6,4,2,2,7,2,1
1496,E00000018,4,-2,2,2,4,6,4,2,2,5,2,2
1497,E00000018,5,-2,2,2,4,6,4,2,2,7,2,1
1498,E00000018,5,-2,3,1,1,2,2,1,2,5,2,2
1499,E00000018,5,-2,3,1,1,3,1,2,2,7,4,2
1500,E00000018,5,-2,3,1,1,3,1,2,2,8,2,2
1501,E00000018,5,-2,3,1,1,3,1,2,2,8,2,1
1502,E00000018,5,-2,3,1,1,3,1,2,2,8,2,2
1503,E00000018,5,-2,3,1,1,3,1,2,2,5,2,3
1504,E00000018,5,-2,3,1,1,3,1,2,2,11,2,1
1505,E00000018,5,-2,3,1,1,3,1,2,2,5,4,2
1506,E00000018,4,-2,3,1,1,3,2,1,2,5,2,2
1507,E00000018,5,-2,3,1,1,4,1,2,2,5,2,2
1508,E00000018,5,-2,3,1,1,6,1,2,2,5,2,1
1509,E00000018,5,-2,3,1,1,6,4,1,2,5,2,2
1510,E00000018,5,-2,3,2,2,3,1,4,2,5,2,2
1511,E00000018,5,-2,3,3,2,3,1,4,2,5,4,2
1512,E00000018,5,-2,3,2,2,3,3,2,2,5,2,2
1513,E00000018,5,-2,3,3,2,3,3,2,2,5,2,2
1514,E00000018,4,-2,3,2,2,5,1,4,2,4,2,1
1515,E00000018,5,-2,3,2,2,5,1,4,2,14,2,1
1516,E00000018,5,-2,3,2,2,5,2,2,2,5,2,1
1517,E00000018,5,-2,3,2,2,6,2,2,2,8,2,1
1518,E00000018,5,-2,3,2,3,3,2,3,2,5,2,2
1519,E00000018,5,-2,3,3,3,4,2,3,2,5,2,1
1520,E00000018,5,-2,3,2,3,5,2,3,2,14,2,2
1521,E00000018,5,-2,3,2,3,6,4,2,2,5,2,2
1522,E00000018,4,-2,3,3,4,5,3,3,2,8,4,2
1523,E00000018,5,-2,3,2,4,5,4,2,2,5,2,2
1524,E00000018,4,-2,3,2,4,6,2,4,2,5,2,3
1525,E00000018,5,-2,5,1,1,2,1,2,2,5,4,2
1526,E00000018,4,-2,5,1,1,3,1,2,2,5,2,1
1527,E00000018,5,-2,5,1,1,4,2,1,2,8,4,1
1528,E00000018,5,-2,5,5,2,2,1,4,2,5,2,1
1529,E00000018,4,-2,5,3,2,6,4,1,2,14,6,2
1530,E00000018,5,-2,5,3,3,5,3,2,2,14,2,1
1531,E00000018,5,-2,6,1,1,2,1,2,2,5,2,1
1532,E00000018,5,-2,6,1,1,2,1,2,2,8,4,1
1533,E00000018,5,-2,6,1,1,2,1,2,2,5,2,1
1534,E00000018,5,-2,6,1,1,2,2,1,2,8,2,2
1535,E00000018,5,-2,6,1,1,3,1,2,2,15,4,1
1536,E00000018,5,-2,6,1,1,3,1,2,2,5,2,2
1537,E00000018,4,-2,6,1,1,3,1,2,2,5,2,1
1538,E00000018,5,-2,6,1,1,3,1,2,2,14,2,1
1539,E00000018,4,-2,6,1,1,4,4,1,2,5,4,1
1540,E00000018,5,-2,6,1,1,6,1,2,2,8,2,1
1541,E00000018,5,-2,6,1,1,6,4,1,2,14,4,2
1542,E00000018,5,-2,6,1,1,6,4,1,2,5,2,1
1543,E00000018,5,-2,6,1,1,6,4,1,2,8,2,1
1544,E00000018,5,-2,6,3,2,2,2,2,2,5,2,1
1545,E00000018,5,-2,6,2,2,3,1,4,2,5,4,1
1546,E00000018,4,-2,6,4,2,3,1,4,2,8,2,2
1547,E00000018,5,-2,6,3,2,3,1,4,2,5,2,2
1548,E00000018,5,-2,6,3,2,3,1,4,2,5,5,2
1549,E00000018,5,-2,6,3,2,3,1,4,2,5,2,2
1550,E00000018,5,-2,6,3,2,3,1,4,2,5,2,1
1551,E00000018,5,-2,6,2,2,3,2,2,2,5,2,1
1552,E00000018,4,-2,6,2,2,3,2,2,2,11,6,1
1553,E00000018,5,-2,6,2,2,3,2,2,2,5,2,3
1554,E00000018,5,-2,6,2,2,4,1,4,2,4,2,2
1555,E00000018,5,-2,6,2,2,4,3,2,2,14,2,2
1556,E00000018,4,-2,6,3,2,5,1,4,2,14,2,1
1557,E00000018,5,-2,6,3,2,6,1,4,2,5,4,1
1558,E00000018,5,-2,6,3,3,2,1,4,2,5,2,1
1559,E00000018,4,-2,6,3,3,4,4,2,2,5,2,2
1560,E00000018,5,-2,6,4,3,5,2,3,2,5,6,1
1561,E00000018,5,-2,6,3,3,6,3,2,2,8,4,1
1562,E00000018,5,-2,5,-1,0,6,4,1,2,-1,-1,1
1563,E00000018,4,-2,6,-1,0,3,1,1,2,-1,-1,1
1564,E00000018,5,-2,2,-1,0,3,2,1,2,-1,-1,1
1565,E00000018,5,-2,3,-1,0,3,2,1,2,-1,-1,1
1566,E00000018,5,-2,6,-1,0,3,1,1,2,-1,-1,1
1567,E00000018,5,-2,6,-1,0,6,1,1,2,-1,-1,1
1568,E00000018,4,-2,2,-1,0,3,1,1,2,-1,-1,1
1569,E00000018,4,-2,3,-1,0,4,1,1,2,-1,-1,1
1570,E00000018,5,-2,3,-1,0,3,1,1,2,-1,-1,1
1571,E00000018,5,-2,6,-1,0,5,2,1,2,-1,-1,1
1572,E00000018,4,-2,3,-1,0,4,1,1,2,-1,-1,1
1573,E00000018,4,-2,6,-1,0,5,2,1,2,-1,-1,1
1574,E00000018,4,-2,6,-1,0,5,1,1,2,-1,-1,1
1575,E00000018,4,-2,3,-1,0,6,4,1,2,-1,-1,1
1576,E00000018,5,-2,2,-1,0,2,2,1,2,-1,-1,1
1577,E00000018,5,-2,2,-1,0,3,1,1,2,-1,-1,1
1578,E00000018,5,-2,3,-1,0,3,1,1,2,-1,-1,1
1579,E00000019,5,-2,2,1,1,2,1,2,2,14,4,2
1580,E00000019,5,-2,2,1,1,2,2,1,1,5,2,2
1581,E00000019,5,-2,2,1,1,3,1,2,2,4,8,1
1582,E00000019,5,-2,2,1,1,3,1,2,2,8,2,1
1583,E00000019,5,-2,2,1,1,3,1,2,2,5,2,2
1584,E00000019,5,-2,2,1,1,3,2,1,2,14,2,2
1585,E00000019,5,-2,2,1,1,3,2,1,2,14,2,1
1586,E00000019,5,-2,2,1,1,3,2,1,2,14,2,1
1587,E00000019,5,-2,2,1,1,3,2,1,2,5,2,1
1588,E00000019,5,-2,2,1,1,4,1,2,2,14,4,1
1589,E00000019,5,-2,2,1,1,4,1,2,2,14,4,2
1590,E00000019,5,-2,2,1,1,4,1,2,2,14,2,2
1591,E00000019,5,-2,2,1,1,4,2,1,2,5,2,1
1592,E00000019,5,-2,2,1,1,4,2,1,2,5,4,1
1593,E00000019,5,-2,2,1,1,4,2,1,2,8,2,2
1594,E00000019,5,-2,2,1,1,4,2,1,2,5,2,1
1595,E00000019,5,-2,2,1,1,4,2,1,2,14,2,1
1596,E00000019,5,-2,2,2,2,2,1,4,2,14,2,1
1597,E00000019,5,-2,2,2,2,2,2,2,2,14,2,1
1598,E00000019,5,-2,2,2,2,3,2,2,2,5,2,1
1599,E00000019,5,-2,2,2,2,4,1,4,2,5,2,1
1600,E00000019,5,-2,2,2,2,5,2,2,2,8,4,2
1601,E00000019,5,-2,2,2,2,5,4,1,2,7,2,2
1602,E00000019,5,-2,2,2,2,6,1,4,2,14,4,1
1603,E00000019,5,-2,2,2,3,5,2,3,2,5,2,2
1604,E00000019,5,-2,3,1,1,1,1,2,2,5,3,2
1605,E00000019,5,-2,3,1,1,2,1,2,2,5,2,1
1606,E00000019,4,-2,3,1,1,2,1,2,2,8,4,1
1607,E00000019,5,-2,3,1,1,3,1,2,2,5,2,1
1608,E00000019,5,-2,3,1,1,3,1,2,2,5,2,2
1609,E00000019,5,-2,3,1,1,3,1,2,2,7,2,1
1610,E00000019,5,-2,3,1,1,3,1,2,2,5,2,3
1611,E00000019,5,-2,3,1,1,3,1,2,2,5,2,2
1612,E00000019,5,-2,3,1,1,3,1,2,2,11,2,1
1613,E00000019,5,-2,3,1,1,3,1,2,2,8,2,1
1614,E00000019,5,-2,3,1,1,3,2,1,2,4,2,3
1615,E00000019,5,-2,3,1,1,4,1,2,2,14,2,2
1616,E00000019,5,-2,3,1,1,4,4,1,2,5,6,2
1617,E00000019,5,-2,3,1,1,6,2,1,2,8,2,2
1618,E00000019,5,-2,3,2,2,2,1,4,2,14,2,2
1619,E00000019,5,-2,3,3,2,3,1,4,2,5,2,1
1620,E00000019,5,-2,3,2,2,3,1,4,2,5,2,2
1621,E00000019,5,-2,3,2,2,3,2,2,2,5,2,1
1622,E00000019,5,-2,3,2,2,4,1,4,2,5,2,1
1623,E00000019,5,-2,3,2,2,4,2,2,2,5,4,2
1624,E00000019,5,-2,3,3,3,2,2,3,2,5,2,1
1625,E00000019,5,-2,3,2,3,3,1,4,2,5,2,2
1626,E00000019,5,-2,3,2,4,5,3,3,2,5,5,2
1627,E00000019,5,-2,3,3,4,5,3,3,2,8,2,1
1628,E00000019,5,-2,5,1,1,3,1,2,2,14,2,1
1629,E00000019,5,-2,5,1,1,3,1,2,2,14,2,1
1630,E00000019,5,-2,5,1,1,3,2,1,2,14,2,1
1631,E00000019,5,-2,5,1,1,4,2,1,2,14,2,1
1632,E00000019,5,-2,5,1,1,6,1,2,2,14,2,1
1633,E00000019,5,-2,5,5,2,4,2,2,2,14,2,2
1634,E00000019,5,-2,6,1,1,2,1,2,2,5,2,2
1635,E00000019,5,-2,6,1,1,2,2,1,2,5,2,1
1636,E00000019,5,-2,6,1,1,3,1,2,2,5,4,1
1637,E00000019,5,-2,6,1,1,3,1,2,2,5,4,1
1638,E00000019,5,-2,6,1,1,3,1,2,2,5,2,1
1639,E00000019,5,-2,6,1,1,3,2,1,2,8,6,2
1640,E00000019,5,-2,6,1,1,3,2,1,2,5,2,1
1641,E00000019,5,-2,6,1,1,4,1,2,2,5,2,1
1642,E00000019,5,-2,6,1,1,4,1,2,2,5,4,1
1643,E00000019,5,-2,6,1,1,4,1,2,2,5,2,1
1644,E00000019,5,-2,6,1,1,4,2,1,2,5,2,1
1645,E00000019,5,-2,6,5,2,3,1,4,2,5,2,1
1646,E00000019,5,-2,6,3,2,3,1,4,2,5,5,1
1647,E00000019,5,-2,6,3,2,3,2,2,2,5,2,1
1648,E00000019,5,-2,6,5,2,3,2,2,2,5,2,1
1649,E00000019,5,-2,6,3,2,4,1,4,2,5,2,1
1650,E00000019,5,-2,6,3,2,4,1,4,2,8,4,1
1651,E00000019,5,-2,6,3,2,4,1,4,2,8,2,1
1652,E00000019,5,-2,6,2,2,4,2,2,2,5,6,1
1653,E00000019,5,-2,6,2,2,4,2,2,2,5,8,2
1654,E00000019,5,-2,6,5,2,4,2,2,2,8,2,1
1655,E00000019,5,-2,6,2,2,4,2,2,2,4,4,1
1656,E00000019,5,-2,6,3,2,4,2,2,2,5,2,1
1657,E00000019,5,-2,6,3,2,4,2,2,2,15,4,1
1658,E00000019,5,-2,6,2,2,6,2,2,2,5,4,1
1659,E00000019,5,-2,6,3,3,4,2,3,2,5,2,2
1660,E00000019,5,-2,6,2,3,4,2,3,1,5,2,1
1661,E00000019,5,-2,6,2,4,3,2,4,2,4,2,1
1662,E00000019,5,-2,6,2,4,4,2,4,2,5,2,1
1663,E00000019,5,-2,6,2,4,6,2,4,2,5,2,2
1664,E00000019,5,-2,3,-1,0,3,1,1,2,-1,-1,1
1665,E00000019,5,-2,3,-1,0,3,2,1,2,-1,-1,1
1666,E00000019,5,-2,6,-1,0,3,1,1,2,-1,-1,1
1667,E00000019,5,-2,2,-1,0,4,2,1,2,-1,-1,1
1668,E00000019,5,-2,2,-1,0,4,2,1,2,-1,-1,1
1669,E00000019,5,-2,2,-1,0,4,1,1,2,-1,-1,1
1670,E00000019,5,-2,5,-1,0,4,2,1,2,-1,-1,1
1671,E00000019,5,-2,2,-1,0,3,2,1,2,-1,-1,1
1672,E00000019,5,-2,6,-1,0,5,3,1,2,-1,-1,1
1673,E00000019,5,-2,6,-1,0,4,1,1,2,-1,-1,1
1674,E00000019,5,-2,2,-1,0,4,1,1,2,-1,-1,1
1675,E00000019,5,-2,3,-1,0,4,1,1,2,-1,-1,1
1676,E00000019,5,-2,6,-1,0,3,2,1,2,-1,-1,1
1677,E00000019,5,-2,3,-1,0,5,2,1,2,-1,-1,1
1678,E00000019,5,-2,2,-1,0,4,2,1,2,-1,-1,1
1679,E00000019,5,-2,3,-1,0,3,1,1,2,-1,-1,1
1680,E00000019,5,-2,3,-1,0,3,1,1,2,-1,-1,1
1681,E00000019,5,-2,2,-1,0,5,3,1,1,-1,-1,1
1682,E00000020,5,-2,2,1,1,2,1,2,2,14,2,1
1683,E00000020,5,-2,2,1,1,2,1,2,2,14,2,1
1684,E00000020,5,-2,2,1,1,2,1,2,2,5,2,1
1685,E00000020,5,-2,2,1,1,2,2,1,2,5,2,3
1686,E00000020,5,-2,2,1,1,2,2,1,2,14,2,2
1687,E00000020,5,-2,2,1,1,3,1,2,2,14,2,2
1688,E00000020,5,-2,2,1,1,3,1,2,2,14,2,2
1689,E00000020,5,-2,2,1,1,3,1,2,2,14,4,2
1690,E00000020,5,-2,2,1,1,3,1,2,2,18,2,1
1691,E00000020,5,-2,2,1,1,3,1,2,2,5,6,2
1692,E00000020,5,-2,2,1,1,3,1,2,2,14,2,2
1693,E00000020,5,-2,2,1,1,3,2,1,2,5,2,2
1694,E00000020,5,-2,2,1,1,3,2,1,2,14,4,2
1695,E00000020,5,-2,2,1,1,3,2,1,2,7,2,2
1696,E00000020,5,-2,2,1,1,3,2,1,2,4,4,2
1697,E00000020,5,-2,2,1,1,3,3,1,2,14,2,1
1698,E00000020,5,-2,2,1,1,4,1,2,2,5,6,1
1699,E00000020,5,-2,2,1,1,4,1,2,2,7,2,2
1700,E00000020,5,-2,2,1,1,4,1,2,2,14,2,2
1701,E00000020,5,-2,2,1,1,4,1,2,2,18,2,1
1702,E00000020,5,-2,2,1,1,4,2,1,2,5,2,1
1703,E00000020,5,-2,2,1,1,4,2,1,2,14,2,1
1704,E00000020,5,-2,2,1,1,6,1,2,2,5,2,2
1705,E00000020,5,-2,2,1,1,6,2,1,2,5,2,1
1706,E00000020,5,-2,2,2,2,3,1,4,2,7,2,2
1707,E00000020,5,-2,2,2,2,3,1,4,2,14,2,3
1708,E00000020,5,-2,2,2,2,3,1,4,2,14,2,1
1709,E00000020,5,-2,2,2,2,3,1,4,2,5,2,1
1710,E00000020,5,-2,2,2,2,3,1,4,2,14,2,1
1711,E00000020,5,-2,2,2,2,3,2,2,2,4,2,3
1712,E00000020,5,-2,2,3,2,3,2,2,2,14,2,2
1713,E00000020,5,-2,2,2,2,3,2,2,2,8,4,1
1714,E00000020,5,-2,2,3,2,3,3,2,2,14,2,1
1715,E00000020,5,-2,2,2,2,3,3,2,2,7,2,2
1716,E00000020,5,-2,2,2,2,4,1,4,2,14,4,2
1717,E00000020,5,-2,2,2,2,4,1,4,2,14,2,2
1718,E00000020,5,-2,2,5,2,4,1,4,2,5,2,1
1719,E00000020,5,-2,2,2,2,4,2,2,2,5,2,1
1720,E00000020,5,-2,2,5,2,4,2,2,2,5,2,1
1721,E00000020,5,-2,2,3,2,4,2,2,2,14,2,3
1722,E00000020,5,-2,2,2,2,5,2,2,2,5,2,1
1723,E00000020,5,-2,2,4,2,5,2,2,2,5,2,1
1724,E00000020,5,-2,2,2,3,2,1,4,2,14,2,2
1725,E00000020,5,-2,2,2,3,2,2,3,2,5,2,1
1726,E00000020,5,-2,2,2,3,3,1,4,2,7,2,2
1727,E00000020,5,-2,2,2,3,4,3,2,2,9,2,1
1728,E00000020,5,-2,2,2,4,3,2,4,2,14,2,2
1729,E00000020,5,-2,3,1,1,2,2,1,2,14,2,1
1730,E00000020,5,-2,3,1,1,3,1,2,2,5,2,2
1731,E00000020,5,-2,3,1,1,3,1,2,2,5,2,2
1732,E00000020,5,-2,3,1,1,3,1,2,2,5,5,1
1733,E00000020,5,-2,3,1,1,3,2,1,2,5,2,2
1734,E00000020,5,-2,3,1,1,3,2,1,2,5,5,2
1735,E00000020,5,-2,3,1,1,3,3,1,2,14,6,1
1736,E00000020,5,-2,3,1,1,4,1,2,2,5,2,2
1737,E00000020,5,-2,3,1,1,4,2,1,2,5,2,3
1738,E00000020,5,-2,3,1,1,5,1,2,1,5,2,2
1739,E00000020,5,-2,3,1,1,5,1,2,2,8,2,2
1740,E00000020,5,-2,3,1,1,5,2,1,2,5,2,1
1741,E00000020,5,-2,3,1,1,6,2,1,2,5,2,1
1742,E00000020,5,-2,3,1,1,6,3,1,2,5,2,2
1743,E00000020,5,-2,3,2,2,2,1,4,2,16,2,1
1744,E00000020,5,-2,3,2,2,2,2,2,2,8,2,3
1745,E00000020,5,-2,3,4,2,3,1,4,2,5,2,1
1746,E00000020,5,-2,3,5,2,3,1,4,2,5,2,1
1747,E00000020,5,-2,3,2,2,3,1,4,2,5,2,2
1748,E00000020,5,-2,3,2,2,3,2,2,2,5,5,2
